asset_id,relative_path,asset_name,asset_type,scientific_role,classification,source_workspace_path,source_git_branch,source_git_commit,generating_script,generation_command,config_file,input_assets,output_assets,random_seed,data_source,license_or_access_condition,dimensions_or_row_count,checksum_sha256,last_verified_date,verification_method,associated_claim_ids,associated_table_ids,associated_figure_ids,limitations,migration_decision
A0001,CLAIM_EVIDENCE_MAP.csv,CLAIM_EVIDENCE_MAP.csv,csv,"reproducibility code, configuration, test, or provenance",VERIFIED_REPRODUCIBLE,/Users/luxinyu/Desktop/论文 1/CLAIM_EVIDENCE_MAP.csv,codex/final-crop-ranking-paper,8da55744bfa3cb73ffae89d59c9282e4737ff792,,copied byte-for-byte from source,,,,,historical Git workspace,Repository-owned code/provenance; license not supplied,4,47b4e8d46b04ebc864d85ba40e22cf13c0dbdb9e9e067d91da656ed2b543b1ed,2026-07-18,selected tests + checksum + static scan,,,,Uncommitted source tree captured; no historical manuscript claim is verified by migration alone,COPIED_CANONICAL
A0082,code/utilities/src/__pycache__/table_export.cpython-39.pyc,table_export.cpython-39.pyc,pyc,"reproducibility code, configuration, test, or provenance",VERIFIED_REPRODUCIBLE,/Users/luxinyu/Desktop/论文 1/src/__pycache__/table_export.cpython-39.pyc,codex/final-crop-ranking-paper,8da55744bfa3cb73ffae89d59c9282e4737ff792,,copied byte-for-byte from source,,,,,historical Git workspace,Repository-owned code/provenance; license not supplied,2179 bytes,ad4cb23fb1bd23b50bda001bbee94ae4b470e1bd6543a24ef4bcf0f91fd96dcd,2026-07-18,selected tests + checksum + static scan,,,,Uncommitted source tree captured; no historical manuscript claim is verified by migration alone,COPIED_CANONICAL
A0083,code/utilities/src/__pycache__/teacher_review_analysis.cpython-314.pyc,teacher_review_analysis.cpython-314.pyc,pyc,"reproducibility code, configuration, test, or provenance",VERIFIED_REPRODUCIBLE,/Users/luxinyu/Desktop/论文 1/src/__pycache__/teacher_review_analysis.cpython-314.pyc,codex/final-crop-ranking-paper,8da55744bfa3cb73ffae89d59c9282e4737ff792,,copied byte-for-byte from source,,,,,historical Git workspace,Repository-owned code/provenance; license not supplied,60180 bytes,fc3255f8c89c89d198aaeee41a4be2500325a7f2610b296f96441b9369c6781f,2026-07-18,selected tests + checksum + static scan,,,,Uncommitted source tree captured; no historical manuscript claim is verified by migration alone,COPIED_CANONICAL
A0084,code/utilities/src/__pycache__/teacher_review_analysis.cpython-39.pyc,teacher_review_analysis.cpython-39.pyc,pyc,"reproducibility code, configuration, test, or provenance",VERIFIED_REPRODUCIBLE,/Users/luxinyu/Desktop/论文 1/src/__pycache__/teacher_review_analysis.cpython-39.pyc,codex/final-crop-ranking-paper,8da55744bfa3cb73ffae89d59c9282e4737ff792,,copied byte-for-byte from source,,,,,historical Git workspace,Repository-owned code/provenance; license not supplied,28730 bytes,67e90daff1ed33a85bc2c72f5fd139da8ae36b4b2bc1074512b9c2cc86bc49e2,2026-07-18,selected tests + checksum + static scan,,,,Uncommitted source tree captured; no historical manuscript claim is verified by migration alone,COPIED_CANONICAL
A0085,code/utilities/src/__pycache__/visualization_style.cpython-314.pyc,visualization_style.cpython-314.pyc,pyc,"reproducibility code, configuration, test, or provenance",VERIFIED_REPRODUCIBLE,/Users/luxinyu/Desktop/论文 1/src/__pycache__/visualization_style.cpython-314.pyc,codex/final-crop-ranking-paper,8da55744bfa3cb73ffae89d59c9282e4737ff792,,copied byte-for-byte from source,,,,,historical Git workspace,Repository-owned code/provenance; license not supplied,7604 bytes,e986388fee5838453e5da641e757064b4b8521533d108178e792b58202900980,2026-07-18,selected tests + checksum + static scan,,,,Uncommitted source tree captured; no historical manuscript claim is verified by migration alone,COPIED_CANONICAL
A0086,code/utilities/src/__pycache__/visualization_style.cpython-39.pyc,visualization_style.cpython-39.pyc,pyc,"reproducibility code, configuration, test, or provenance",VERIFIED_REPRODUCIBLE,/Users/luxinyu/Desktop/论文 1/src/__pycache__/visualization_style.cpython-39.pyc,codex/final-crop-ranking-paper,8da55744bfa3cb73ffae89d59c9282e4737ff792,,copied byte-for-byte from source,,,,,historical Git workspace,Repository-owned code/provenance; license not supplied,5030 bytes,8441c1418d7c82463622318191e5226083e4cc6fee1e6851be2a5c2eda5eeeb0,2026-07-18,selected tests + checksum + static scan,,,,Uncommitted source tree captured; no historical manuscript claim is verified by migration alone,COPIED_CANONICAL
A0087,code/utilities/src/benchmark_policies.py,benchmark_policies.py,py,"reproducibility code, configuration, test, or provenance",VERIFIED_REPRODUCIBLE,/Users/luxinyu/Desktop/论文 1/src/benchmark_policies.py,codex/final-crop-ranking-paper,8da55744bfa3cb73ffae89d59c9282e4737ff792,,copied byte-for-byte from source,,,,,historical Git workspace,Repository-owned code/provenance; license not supplied,274,8f92c2e63abcd21ad2f9bd14511c0c728ccdef6e2a4250ea928aa0ed40ec1eeb,2026-07-18,selected tests + checksum + static scan,,,,Uncommitted source tree captured; no historical manuscript claim is verified by migration alone,COPIED_CANONICAL
A0088,code/utilities/src/copula_models.py,copula_models.py,py,"reproducibility code, configuration, test, or provenance",VERIFIED_REPRODUCIBLE,/Users/luxinyu/Desktop/论文 1/src/copula_models.py,codex/final-crop-ranking-paper,8da55744bfa3cb73ffae89d59c9282e4737ff792,,copied byte-for-byte from source,,,,,historical Git workspace,Repository-owned code/provenance; license not supplied,134,b8922168cca52f5bff1252610c83fdca26282fe2c3190d482084b5670849d1c1,2026-07-18,selected tests + checksum + static scan,,,,Uncommitted source tree captured; no historical manuscript claim is verified by migration alone,COPIED_CANONICAL
A0089,code/utilities/src/cvar_optimizer.py,cvar_optimizer.py,py,"reproducibility code, configuration, test, or provenance",VERIFIED_REPRODUCIBLE,/Users/luxinyu/Desktop/论文 1/src/cvar_optimizer.py,codex/final-crop-ranking-paper,8da55744bfa3cb73ffae89d59c9282e4737ff792,,copied byte-for-byte from source,,,,,historical Git workspace,Repository-owned code/provenance; license not supplied,344,8edf4bc8486dcef788bf5748f4cf555292f882a8ca36d395762e1dca6ef1ceb8,2026-07-18,selected tests + checksum + static scan,,,,Uncommitted source tree captured; no historical manuscript claim is verified by migration alone,COPIED_CANONICAL
A0090,code/utilities/src/empirical_data.py,empirical_data.py,py,"reproducibility code, configuration, test, or provenance",VERIFIED_REPRODUCIBLE,/Users/luxinyu/Desktop/论文 1/src/empirical_data.py,codex/final-crop-ranking-paper,8da55744bfa3cb73ffae89d59c9282e4737ff792,,copied byte-for-byte from source,,,,,historical Git workspace,Repository-owned code/provenance; license not supplied,975,8d6945cc42b003a68b549b13927da46629193ba884a46fdf3202a6a6e29a6d05,2026-07-18,selected tests + checksum + static scan,,,,Uncommitted source tree captured; no historical manuscript claim is verified by migration alone,COPIED_CANONICAL
A0091,code/utilities/src/empirical_dependence.py,empirical_dependence.py,py,"reproducibility code, configuration, test, or provenance",VERIFIED_REPRODUCIBLE,/Users/luxinyu/Desktop/论文 1/src/empirical_dependence.py,codex/final-crop-ranking-paper,8da55744bfa3cb73ffae89d59c9282e4737ff792,,copied byte-for-byte from source,,,,,historical Git workspace,Repository-owned code/provenance; license not supplied,199,65abb92372f4e5df7e6de0e8536724f1de23a5373ff088de5a32c63f78c2261b,2026-07-18,selected tests + checksum + static scan,,,,Uncommitted source tree captured; no historical manuscript claim is verified by migration alone,COPIED_CANONICAL
A0092,code/utilities/src/empirical_scenarios.py,empirical_scenarios.py,py,"reproducibility code, configuration, test, or provenance",VERIFIED_REPRODUCIBLE,/Users/luxinyu/Desktop/论文 1/src/empirical_scenarios.py,codex/final-crop-ranking-paper,8da55744bfa3cb73ffae89d59c9282e4737ff792,,copied byte-for-byte from source,,,,20260703,historical Git workspace,Repository-owned code/provenance; license not supplied,89,04d6e83ff4d2e5ca63292df82ecddf8dd9d6aefe784a7c88d9cba8206ab02c22,2026-07-18,selected tests + checksum + static scan,,,,Uncommitted source tree captured; no historical manuscript claim is verified by migration alone,COPIED_CANONICAL
A0093,code/utilities/src/empirical_validation.py,empirical_validation.py,py,"reproducibility code, configuration, test, or provenance",VERIFIED_REPRODUCIBLE,/Users/luxinyu/Desktop/论文 1/src/empirical_validation.py,codex/final-crop-ranking-paper,8da55744bfa3cb73ffae89d59c9282e4737ff792,,copied byte-for-byte from source,,,,,historical Git workspace,Repository-owned code/provenance; license not supplied,443,1e1ebda349b41b4b97214bfb37cad3bd65da23b1713f873f614190ea14a25b05,2026-07-18,selected tests + checksum + static scan,,,,Uncommitted source tree captured; no historical manuscript claim is verified by migration alone,COPIED_CANONICAL
A0094,code/utilities/src/evaluation.py,evaluation.py,py,"reproducibility code, configuration, test, or provenance",VERIFIED_REPRODUCIBLE,/Users/luxinyu/Desktop/论文 1/src/evaluation.py,codex/final-crop-ranking-paper,8da55744bfa3cb73ffae89d59c9282e4737ff792,,copied byte-for-byte from source,,,,,historical Git workspace,Repository-owned code/provenance; license not supplied,115,6b605d40a2eba11ac68563a49434fe700c9f461524efe0fdacd3ee094983679b,2026-07-18,selected tests + checksum + static scan,,,,Uncommitted source tree captured; no historical manuscript claim is verified by migration alone,COPIED_CANONICAL
A0095,code/utilities/src/information_flexibility.py,information_flexibility.py,py,"reproducibility code, configuration, test, or provenance",VERIFIED_REPRODUCIBLE,/Users/luxinyu/Desktop/论文 1/src/information_flexibility.py,codex/final-crop-ranking-paper,8da55744bfa3cb73ffae89d59c9282e4737ff792,,copied byte-for-byte from source,,,,,historical Git workspace,Repository-owned code/provenance; license not supplied,122,243080c97b15dfeaae0634dd8e70acb59cb846af199dc1a56f1afe68c5aa223f,2026-07-18,selected tests + checksum + static scan,,,,Uncommitted source tree captured; no historical manuscript claim is verified by migration alone,COPIED_CANONICAL
A0096,code/utilities/src/numerical_tolerances.py,numerical_tolerances.py,py,"reproducibility code, configuration, test, or provenance",VERIFIED_REPRODUCIBLE,/Users/luxinyu/Desktop/论文 1/src/numerical_tolerances.py,codex/final-crop-ranking-paper,8da55744bfa3cb73ffae89d59c9282e4737ff792,,copied byte-for-byte from source,,,,,historical Git workspace,Repository-owned code/provenance; license not supplied,67,be0a672d74dd3fe155378f7360f6aed1dee1ed5cf0bd737413b6b76d98d24480,2026-07-18,selected tests + checksum + static scan,,,,Uncommitted source tree captured; no historical manuscript claim is verified by migration alone,COPIED_CANONICAL
A0097,code/utilities/src/optimal_set_audit.py,optimal_set_audit.py,py,"reproducibility code, configuration, test, or provenance",VERIFIED_REPRODUCIBLE,/Users/luxinyu/Desktop/论文 1/src/optimal_set_audit.py,codex/final-crop-ranking-paper,8da55744bfa3cb73ffae89d59c9282e4737ff792,,copied byte-for-byte from source,,,,,historical Git workspace,Repository-owned code/provenance; license not supplied,166,8198ed92282bf8cd8720154b21bb414ec94c30b3e10a5e70079a74da9c64d90a,2026-07-18,selected tests + checksum + static scan,,,,Uncommitted source tree captured; no historical manuscript claim is verified by migration alone,COPIED_CANONICAL
A0098,code/utilities/src/plotting.py,plotting.py,py,"reproducibility code, configuration, test, or provenance",VERIFIED_REPRODUCIBLE,/Users/luxinyu/Desktop/论文 1/src/plotting.py,codex/final-crop-ranking-paper,8da55744bfa3cb73ffae89d59c9282e4737ff792,,copied byte-for-byte from source,,,,,historical Git workspace,Repository-owned code/provenance; license not supplied,359,800d75aae3ccde459a0fcdff2fc4a54ba1fe5f8de5f3196d4fb5f8e2adfc44ff,2026-07-18,selected tests + checksum + static scan,,,,Uncommitted source tree captured; no historical manuscript claim is verified by migration alone,COPIED_CANONICAL
A0099,code/utilities/src/publication_tables.py,publication_tables.py,py,"reproducibility code, configuration, test, or provenance",VERIFIED_REPRODUCIBLE,/Users/luxinyu/Desktop/论文 1/src/publication_tables.py,codex/final-crop-ranking-paper,8da55744bfa3cb73ffae89d59c9282e4737ff792,,copied byte-for-byte from source,,,,,historical Git workspace,Repository-owned code/provenance; license not supplied,857,7684e8596b746cf71dec5bdcf84e15f78dc66d4a6fc72ddf718104bbd142bf40,2026-07-18,selected tests + checksum + static scan,,,,Uncommitted source tree captured; no historical manuscript claim is verified by migration alone,COPIED_CANONICAL
A0100,code/utilities/src/robustness.py,robustness.py,py,"reproducibility code, configuration, test, or provenance",VERIFIED_REPRODUCIBLE,/Users/luxinyu/Desktop/论文 1/src/robustness.py,codex/final-crop-ranking-paper,8da55744bfa3cb73ffae89d59c9282e4737ff792,,copied byte-for-byte from source,,,,,historical Git workspace,Repository-owned code/provenance; license not supplied,174,d149ee3d28b1ad144a9cab56436f7747b3e53512db0ec6b960a9b2dd4d9f2c53,2026-07-18,selected tests + checksum + static scan,,,,Uncommitted source tree captured; no historical manuscript claim is verified by migration alone,COPIED_CANONICAL
A0101,code/utilities/src/scenario_generation.py,scenario_generation.py,py,"reproducibility code, configuration, test, or provenance",VERIFIED_REPRODUCIBLE,/Users/luxinyu/Desktop/论文 1/src/scenario_generation.py,codex/final-crop-ranking-paper,8da55744bfa3cb73ffae89d59c9282e4737ff792,,copied byte-for-byte from source,,,,20260703,historical Git workspace,Repository-owned code/provenance; license not supplied,136,c37d9709f37d046a627da8544283d69d80c1084b436f642bfef3906403c29216,2026-07-18,selected tests + checksum + static scan,,,,Uncommitted source tree captured; no historical manuscript claim is verified by migration alone,COPIED_CANONICAL
A0102,code/utilities/src/stress_calibration.py,stress_calibration.py,py,"reproducibility code, configuration, test, or provenance",VERIFIED_REPRODUCIBLE,/Users/luxinyu/Desktop/论文 1/src/stress_calibration.py,codex/final-crop-ranking-paper,8da55744bfa3cb73ffae89d59c9282e4737ff792,,copied byte-for-byte from source,,,,,historical Git workspace,Repository-owned code/provenance; license not supplied,657,388ca93de73d22d5f013c0b43983dd98171bb2e7f6fb49bc205eac879abe6002,2026-07-18,selected tests + checksum + static scan,,,,Uncommitted source tree captured; no historical manuscript claim is verified by migration alone,COPIED_CANONICAL
A0103,code/utilities/src/suitability.py,suitability.py,py,"reproducibility code, configuration, test, or provenance",VERIFIED_REPRODUCIBLE,/Users/luxinyu/Desktop/论文 1/src/suitability.py,codex/final-crop-ranking-paper,8da55744bfa3cb73ffae89d59c9282e4737ff792,,copied byte-for-byte from source,,,,,historical Git workspace,Repository-owned code/provenance; license not supplied,100,c135cad3ddfcb28f79d7012214ba06a4a0fee1a4a3222ab238c7548829386f11,2026-07-18,selected tests + checksum + static scan,,,,Uncommitted source tree captured; no historical manuscript claim is verified by migration alone,COPIED_CANONICAL
A0104,code/utilities/src/supervisor_final_audit.py,supervisor_final_audit.py,py,"reproducibility code, configuration, test, or provenance",VERIFIED_REPRODUCIBLE,/Users/luxinyu/Desktop/论文 1/src/supervisor_final_audit.py,codex/final-crop-ranking-paper,8da55744bfa3cb73ffae89d59c9282e4737ff792,,copied byte-for-byte from source,,,,,historical Git workspace,Repository-owned code/provenance; license not supplied,625,468d22745e60801279c34189550f6f7e30be40888ca4449594555875a8be619a,2026-07-18,selected tests + checksum + static scan,,,,Uncommitted source tree captured; no historical manuscript claim is verified by migration alone,COPIED_CANONICAL
A0105,code/utilities/src/table_export.py,table_export.py,py,"reproducibility code, configuration, test, or provenance",VERIFIED_REPRODUCIBLE,/Users/luxinyu/Desktop/论文 1/src/table_export.py,codex/final-crop-ranking-paper,8da55744bfa3cb73ffae89d59c9282e4737ff792,,copied byte-for-byte from source,,,,,historical Git workspace,Repository-owned code/provenance; license not supplied,75,2167e0032b1e9517606be3cab00035fa372eeefd73204df6e54d9198bd028e0e,2026-07-18,selected tests + checksum + static scan,,,,Uncommitted source tree captured; no historical manuscript claim is verified by migration alone,COPIED_CANONICAL
A0106,code/utilities/src/teacher_review_analysis.py,teacher_review_analysis.py,py,"reproducibility code, configuration, test, or provenance",VERIFIED_REPRODUCIBLE,/Users/luxinyu/Desktop/论文 1/src/teacher_review_analysis.py,codex/final-crop-ranking-paper,8da55744bfa3cb73ffae89d59c9282e4737ff792,,copied byte-for-byte from source,,,,,historical Git workspace,Repository-owned code/provenance; license not supplied,645,8f0e307123fb6a77f2937e7558164d2a6ffc299cedd215af437b2813a3fe538d,2026-07-18,selected tests + checksum + static scan,,,,Uncommitted source tree captured; no historical manuscript claim is verified by migration alone,COPIED_CANONICAL
A0107,code/utilities/src/visualization_style.py,visualization_style.py,py,"reproducibility code, configuration, test, or provenance",VERIFIED_REPRODUCIBLE,/Users/luxinyu/Desktop/论文 1/src/visualization_style.py,codex/final-crop-ranking-paper,8da55744bfa3cb73ffae89d59c9282e4737ff792,,copied byte-for-byte from source,,,,,historical Git workspace,Repository-owned code/provenance; license not supplied,215,c1d683a97c5b20fc8280c79d5a5763b1e8ca5d367b437081ad01cabfc414451b,2026-07-18,selected tests + checksum + static scan,,,,Uncommitted source tree captured; no historical manuscript claim is verified by migration alone,COPIED_CANONICAL
A0108,configs/base_config.yaml,base_config.yaml,yaml,"reproducibility code, configuration, test, or provenance",VERIFIED_REPRODUCIBLE,/Users/luxinyu/Desktop/论文 1/configs/base_config.yaml,codex/final-crop-ranking-paper,8da55744bfa3cb73ffae89d59c9282e4737ff792,,copied byte-for-byte from source,,,,,historical Git workspace,Repository-owned code/provenance; license not supplied,82,729a9875be6867f7d7a4f2ba12afc956dbdf4bc9a4ea281e53055d22f76e7534,2026-07-18,selected tests + checksum + static scan,,,,Uncommitted source tree captured; no historical manuscript claim is verified by migration alone,COPIED_CANONICAL
A0109,configs/empirical_data_sources.yaml,empirical_data_sources.yaml,yaml,"reproducibility code, configuration, test, or provenance",VERIFIED_REPRODUCIBLE,/Users/luxinyu/Desktop/论文 1/configs/empirical_data_sources.yaml,codex/final-crop-ranking-paper,8da55744bfa3cb73ffae89d59c9282e4737ff792,,copied byte-for-byte from source,,,,,historical Git workspace,Repository-owned code/provenance; license not supplied,113,5f9c0680e066a841f78ca1d05e8d1837243b77f4ae508d8ca6553ae3ff4f9693,2026-07-18,selected tests + checksum + static scan,,,,Uncommitted source tree captured; no historical manuscript claim is verified by migration alone,COPIED_CANONICAL
A0110,configs/empirical_pilot.yaml,empirical_pilot.yaml,yaml,"reproducibility code, configuration, test, or provenance",VERIFIED_REPRODUCIBLE,/Users/luxinyu/Desktop/论文 1/configs/empirical_pilot.yaml,codex/final-crop-ranking-paper,8da55744bfa3cb73ffae89d59c9282e4737ff792,,copied byte-for-byte from source,,,,,historical Git workspace,Repository-owned code/provenance; license not supplied,43,d02920fcbed6eeddfa4865fa15bbb8f65939d243ac87f65bf5d68ab22da4c1bb,2026-07-18,selected tests + checksum + static scan,,,,Uncommitted source tree captured; no historical manuscript claim is verified by migration alone,COPIED_CANONICAL
A0111,configs/empirical_primary_spec.yaml,empirical_primary_spec.yaml,yaml,"reproducibility code, configuration, test, or provenance",VERIFIED_REPRODUCIBLE,/Users/luxinyu/Desktop/论文 1/configs/empirical_primary_spec.yaml,codex/final-crop-ranking-paper,8da55744bfa3cb73ffae89d59c9282e4737ff792,,copied byte-for-byte from source,,,,,historical Git workspace,Repository-owned code/provenance; license not supplied,57,1c1c29375caed97480e7eee148c9ff10ac5842cf22f1a90dba6e347bd9ca88c9,2026-07-18,selected tests + checksum + static scan,,,,Uncommitted source tree captured; no historical manuscript claim is verified by migration alone,COPIED_CANONICAL
A0112,configs/figure_style.yaml,figure_style.yaml,yaml,"reproducibility code, configuration, test, or provenance",VERIFIED_REPRODUCIBLE,/Users/luxinyu/Desktop/论文 1/configs/figure_style.yaml,codex/final-crop-ranking-paper,8da55744bfa3cb73ffae89d59c9282e4737ff792,,copied byte-for-byte from source,,,,,historical Git workspace,Repository-owned code/provenance; license not supplied,53,2c2ce55b82599eed922753400a6ce4df51fca22a49002af2323ab9b95aa4646c,2026-07-18,selected tests + checksum + static scan,,,,Uncommitted source tree captured; no historical manuscript claim is verified by migration alone,COPIED_CANONICAL
A0113,configs/numerical_tolerances.yaml,numerical_tolerances.yaml,yaml,"reproducibility code, configuration, test, or provenance",VERIFIED_REPRODUCIBLE,/Users/luxinyu/Desktop/论文 1/configs/numerical_tolerances.yaml,codex/final-crop-ranking-paper,8da55744bfa3cb73ffae89d59c9282e4737ff792,,copied byte-for-byte from source,,,,,historical Git workspace,Repository-owned code/provenance; license not supplied,26,4b927fe78b9d1e7774669b066289d898b41f0710d74cccabffe7cb4f8d606c87,2026-07-18,selected tests + checksum + static scan,,,,Uncommitted source tree captured; no historical manuscript claim is verified by migration alone,COPIED_CANONICAL
A0114,configs/submission_target.yaml,submission_target.yaml,yaml,"reproducibility code, configuration, test, or provenance",VERIFIED_REPRODUCIBLE,/Users/luxinyu/Desktop/论文 1/configs/submission_target.yaml,codex/final-crop-ranking-paper,8da55744bfa3cb73ffae89d59c9282e4737ff792,,copied byte-for-byte from source,,,,,historical Git workspace,Repository-owned code/provenance; license not supplied,16,04ff3d976a81c527d6dad5d5e57ea2923e420c071357dba878a5144d1ae67401,2026-07-18,selected tests + checksum + static scan,,,,Uncommitted source tree captured; no historical manuscript claim is verified by migration alone,COPIED_CANONICAL
A0115,data/processed/county_year_crop_panel.csv,county_year_crop_panel.csv,csv,processed empirical panel or suitability input,VERIFIED_REPRODUCIBLE,/Users/luxinyu/Desktop/论文 1/data/processed/county_year_crop_panel.csv,codex/final-crop-ranking-paper,8da55744bfa3cb73ffae89d59c9282e4737ff792,,copied byte-for-byte from source,,,,,derived from documented public inputs,Public source; confirm agency terms and citation before publication,95182,a43ecf5848f6eb1effedc204c7404fb51f574a1fa23a10ea1f017aa534c22262,2026-07-18,selected tests + checksum + static scan,,,,Uncommitted source tree captured; no historical manuscript claim is verified by migration alone,COPIED_CANONICAL
A0116,data/processed/county_year_crop_panel.parquet,county_year_crop_panel.parquet,parquet,processed empirical panel or suitability input,VERIFIED_REPRODUCIBLE,/Users/luxinyu/Desktop/论文 1/data/processed/county_year_crop_panel.parquet,codex/final-crop-ranking-paper,8da55744bfa3cb73ffae89d59c9282e4737ff792,,copied byte-for-byte from source,,,,,derived from documented public inputs,Public source; confirm agency terms and citation before publication,1380011 bytes,5d39b7cefcae9912df2a9ee4e434ac9cf197420973ec61dd8457683ecc8e888f,2026-07-18,selected tests + checksum + static scan,,,,Uncommitted source tree captured; no historical manuscript claim is verified by migration alone,COPIED_CANONICAL
A0117,data/processed/empirical_suitability_scores.csv,empirical_suitability_scores.csv,csv,processed empirical panel or suitability input,VERIFIED_REPRODUCIBLE,/Users/luxinyu/Desktop/论文 1/data/processed/empirical_suitability_scores.csv,codex/final-crop-ranking-paper,8da55744bfa3cb73ffae89d59c9282e4737ff792,,copied byte-for-byte from source,,,,,derived from documented public inputs,Public source; confirm agency terms and citation before publication,132413,459f9c60c7bdf17514f5ab29d81d55ecfc600c9becb00a2d171d3e7bd274fea4,2026-07-18,selected tests + checksum + static scan,,,,Uncommitted source tree captured; no historical manuscript claim is verified by migration alone,COPIED_CANONICAL
A0118,data/raw/acreage/nass_acreage_harvested_barley_2005_2025.csv,nass_acreage_harvested_barley_2005_2025.csv,csv,raw public agricultural/economic input,REPRODUCIBLE_WITH_EXTERNAL_DOWNLOAD,/Users/luxinyu/Desktop/论文 1/data/raw/acreage/nass_acreage_harvested_barley_2005_2025.csv,codex/final-crop-ranking-paper,8da55744bfa3cb73ffae89d59c9282e4737ff792,,copied byte-for-byte from source,,,,,USDA NASS/ERS or BEA; see sidecar metadata,Public source; confirm agency terms and citation before publication,5527,f51f65812d631eae4dadc980035ea6a5ffc59f0189ff9bb88cbd8f333b9bbea2,2026-07-18,selected tests + checksum + static scan,,,,Uncommitted source tree captured; no historical manuscript claim is verified by migration alone,COPIED_CANONICAL
A0119,data/raw/acreage/nass_acreage_harvested_barley_2005_2025.metadata.json,nass_acreage_harvested_barley_2005_2025.metadata.json,json,raw public agricultural/economic input,REPRODUCIBLE_WITH_EXTERNAL_DOWNLOAD,/Users/luxinyu/Desktop/论文 1/data/raw/acreage/nass_acreage_harvested_barley_2005_2025.metadata.json,codex/final-crop-ranking-paper,8da55744bfa3cb73ffae89d59c9282e4737ff792,,copied byte-for-byte from source,,,,,USDA NASS/ERS or BEA; see sidecar metadata,Public source; confirm agency terms and citation before publication,669 bytes,ba931c192f89c6c4bdfdcc3914ce99ff3b655421470606b21b0a3c03fe1cca29,2026-07-18,selected tests + checksum + static scan,,,,Uncommitted source tree captured; no historical manuscript claim is verified by migration alone,COPIED_CANONICAL
A0120,data/raw/acreage/nass_acreage_harvested_corn_2005_2025.csv,nass_acreage_harvested_corn_2005_2025.csv,csv,raw public agricultural/economic input,REPRODUCIBLE_WITH_EXTERNAL_DOWNLOAD,/Users/luxinyu/Desktop/论文 1/data/raw/acreage/nass_acreage_harvested_corn_2005_2025.csv,codex/final-crop-ranking-paper,8da55744bfa3cb73ffae89d59c9282e4737ff792,,copied byte-for-byte from source,,,,,USDA NASS/ERS or BEA; see sidecar metadata,Public source; confirm agency terms and citation before publication,47729,02322506547870e6bc3a58d03019735ec91d8fd7363ea12729587dce19a9364c,2026-07-18,selected tests + checksum + static scan,,,,Uncommitted source tree captured; no historical manuscript claim is verified by migration alone,COPIED_CANONICAL
A0121,data/raw/acreage/nass_acreage_harvested_corn_2005_2025.metadata.json,nass_acreage_harvested_corn_2005_2025.metadata.json,json,raw public agricultural/economic input,REPRODUCIBLE_WITH_EXTERNAL_DOWNLOAD,/Users/luxinyu/Desktop/论文 1/data/raw/acreage/nass_acreage_harvested_corn_2005_2025.metadata.json,codex/final-crop-ranking-paper,8da55744bfa3cb73ffae89d59c9282e4737ff792,,copied byte-for-byte from source,,,,,USDA NASS/ERS or BEA; see sidecar metadata,Public source; confirm agency terms and citation before publication,668 bytes,df2dc9b4b0e7a54eddcae383a9b3f9d5ba33add671a59a4cf92b6cec01d9002d,2026-07-18,selected tests + checksum + static scan,,,,Uncommitted source tree captured; no historical manuscript claim is verified by migration alone,COPIED_CANONICAL
A0122,data/raw/acreage/nass_acreage_harvested_oats_2005_2025.csv,nass_acreage_harvested_oats_2005_2025.csv,csv,raw public agricultural/economic input,REPRODUCIBLE_WITH_EXTERNAL_DOWNLOAD,/Users/luxinyu/Desktop/论文 1/data/raw/acreage/nass_acreage_harvested_oats_2005_2025.csv,codex/final-crop-ranking-paper,8da55744bfa3cb73ffae89d59c9282e4737ff792,,copied byte-for-byte from source,,,,,USDA NASS/ERS or BEA; see sidecar metadata,Public source; confirm agency terms and citation before publication,9732,9e182471c37c8cde9979fdf268ac241751126b80d489b96c00f9f0dba99d6ca0,2026-07-18,selected tests + checksum + static scan,,,,Uncommitted source tree captured; no historical manuscript claim is verified by migration alone,COPIED_CANONICAL
A0123,data/raw/acreage/nass_acreage_harvested_oats_2005_2025.metadata.json,nass_acreage_harvested_oats_2005_2025.metadata.json,json,raw public agricultural/economic input,REPRODUCIBLE_WITH_EXTERNAL_DOWNLOAD,/Users/luxinyu/Desktop/论文 1/data/raw/acreage/nass_acreage_harvested_oats_2005_2025.metadata.json,codex/final-crop-ranking-paper,8da55744bfa3cb73ffae89d59c9282e4737ff792,,copied byte-for-byte from source,,,,,USDA NASS/ERS or BEA; see sidecar metadata,Public source; confirm agency terms and citation before publication,667 bytes,3e8dbe5f1cd41dc6ebc25a08e669412d89384c3f84bc503205aca038a40761dd,2026-07-18,selected tests + checksum + static scan,,,,Uncommitted source tree captured; no historical manuscript claim is verified by migration alone,COPIED_CANONICAL
